data,produto,municipio,tipo,peso,preco
20/10/2015,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 180,00"
21/10/2015,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
22/10/2015,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
23/10/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
26/10/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
27/10/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
07/10/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 45,00"
08/10/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 45,00"
09/10/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 45,00"
13/10/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
14/10/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
15/10/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
16/10/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
19/10/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
20/10/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
21/10/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
22/10/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
23/10/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
23/10/2015,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
26/10/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
27/10/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
28/10/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
29/10/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
03/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
04/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
05/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
06/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
09/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
10/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
11/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
12/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
13/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
16/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
17/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
18/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
19/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
28/10/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
29/10/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
03/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
04/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
05/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
06/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
09/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
10/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
11/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
12/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
13/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
16/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
17/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
18/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
19/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
20/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
23/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
24/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
25/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
26/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
27/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
30/11/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
01/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
02/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
03/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
04/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
07/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
09/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
10/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
11/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
20/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
23/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
24/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
25/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
26/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
27/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
30/11/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
01/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
02/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
03/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
04/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
07/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
09/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
10/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
11/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
14/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
15/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
16/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
17/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
18/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
21/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 300,00"
22/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 300,00"
23/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 300,00"
24/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
25/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
28/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 300,00"
29/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 300,00"
30/12/2015,Abacate,SALVADOR,Médio,cx 20 Kg,"R$ 202,50"
04/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
05/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
14/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
15/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
16/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
17/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
18/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
21/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
22/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
23/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
24/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
25/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
28/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
29/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
30/12/2015,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
04/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
05/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
06/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
07/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
08/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
11/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
12/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
13/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
14/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
15/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
18/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
19/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
20/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
21/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
22/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
25/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
26/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
06/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
07/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
08/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
11/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
12/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
13/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
14/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
15/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
18/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
19/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
20/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
21/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
22/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
25/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
26/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
27/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
28/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
29/01/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
01/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
02/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
03/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
04/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
11/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
12/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
15/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
16/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
17/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 202,50"
18/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,sem cotação
19/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,sem cotação
22/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,sem cotação
27/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
28/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
29/01/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
01/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
02/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
03/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
04/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
11/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
12/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
15/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
16/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
17/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
18/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
19/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
22/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
23/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,sem cotação
24/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,sem cotação
25/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,sem cotação
26/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 90,00"
29/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
18/03/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 99,00"
22/03/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
28/03/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
30/03/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
01/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
06/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
08/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
12/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
14/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
18/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
23/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
24/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
25/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
26/02/2016,Abacate,SALVADOR,Médio,sc 25 Kg,"R$ 50,00"
29/02/2016,Abacate,SALVADOR,Médio,cx 30 kg,"R$ 90,00"
21/03/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
23/03/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
29/03/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
31/03/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
02/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
07/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
11/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
13/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
15/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
19/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
20/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
26/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
28/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
02/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
04/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
06/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
10/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 520,05"
12/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 520,05"
16/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 520,05"
18/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 520,05"
20/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 520,05"
24/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 52,05"
30/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 97,50"
01/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 97,50"
03/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 97,50"
25/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
27/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
29/04/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
03/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
05/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
09/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
11/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 520,05"
13/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 520,05"
17/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 520,05"
19/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 520,05"
23/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 52,05"
25/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 52,05"
31/05/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 97,50"
02/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 97,50"
06/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 97,50"
07/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 97,50"
09/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 97,50"
13/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 97,50"
15/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
17/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
21/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
27/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
29/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
01/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
05/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
07/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
11/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
13/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
15/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
19/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
08/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 97,50"
10/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 97,50"
14/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 97,50"
16/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
20/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
22/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
28/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
30/06/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
04/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
06/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 82,50"
08/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
12/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 90,00"
14/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
18/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
20/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
21/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
25/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
27/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
29/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
02/08/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
04/08/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
08/08/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
10/08/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 132,00"
12/08/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 132,00"
16/08/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 132,00"
18/08/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
22/08/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
24/08/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
26/08/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
30/08/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
22/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
26/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
28/07/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
01/08/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
03/08/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
05/08/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 105,00"
09/08/2016,Abacate,SALVADOR,Médio,sc 30 kg,"R$ 132,00"
11/08/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 132,00"
15/08/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 132,00"
17/08/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 132,00"
19/08/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
23/08/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
25/08/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
29/08/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
31/08/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
01/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
05/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
08/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
12/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
14/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
16/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
20/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 147,00"
22/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 147,00"
26/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 147,00"
28/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 147,00"
30/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 147,00"
04/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 147,00"
06/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 147,00"
10/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 147,00"
13/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
02/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
06/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
09/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
13/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
15/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
19/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
21/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 147,00"
23/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 147,00"
27/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 147,00"
29/09/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 147,00"
03/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 147,00"
05/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 147,00"
07/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 147,00"
11/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
14/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
17/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
19/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
21/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
25/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
27/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
01/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
04/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
08/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
10/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
16/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
18/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
22/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
24/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
29/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
01/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
18/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
20/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
