data,produto,municipio,tipo,peso,preco
08/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
10/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
14/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
16/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
18/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
22/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
24/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
28/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
30/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
05/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
23/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
25/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
27/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
03/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
07/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
09/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
11/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
15/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
17/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
21/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
23/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
25/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
29/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
04/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
06/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
07/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
11/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
13/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
15/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
19/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
21/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
26/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
28/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
03/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
05/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
09/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
11/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
13/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
17/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
19/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
08/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
12/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
14/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
18/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
20/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
25/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
27/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
29/06/2018,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
04/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
06/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
10/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
12/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
16/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
18/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
20/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
23/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
25/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
27/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
31/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
02/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
06/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
08/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
10/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
14/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
16/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
20/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
22/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
24/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
28/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
30/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
24/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
26/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 124,50"
30/07/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
01/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
03/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
07/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 133,50"
09/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
13/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
15/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
17/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
21/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
23/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
27/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
29/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
31/08/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
03/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
05/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
10/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
12/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
14/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
18/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
20/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
24/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
26/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
28/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
02/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
04/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
08/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
10/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
15/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
04/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
06/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
11/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
13/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
17/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
19/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
21/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
25/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
27/09/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
01/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
03/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
05/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
09/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
11/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
16/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
17/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
19/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
23/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
25/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
29/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
31/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
05/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
07/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
09/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
13/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
19/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
21/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
23/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
27/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
29/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
18/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
22/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
24/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
26/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
30/10/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
01/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
06/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
08/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
12/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
14/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
20/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
22/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
26/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
28/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
30/11/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
03/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
05/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
07/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
11/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
13/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
17/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
19/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 165,00"
21/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 165,00"
27/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 155,00"
02/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 155,00"
04/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 155,00"
08/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 155,00"
10/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
14/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
16/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
04/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
06/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
10/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
12/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
14/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
18/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 165,00"
20/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 165,00"
26/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 165,00"
28/12/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 155,00"
03/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 155,00"
07/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 155,00"
09/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
11/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
15/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
18/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
21/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
23/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
25/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
29/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
31/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
04/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
06/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
08/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
12/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
14/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
18/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
20/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
22/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
26/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
28/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
22/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
24/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
28/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
30/01/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
01/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
05/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
07/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
11/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
13/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
15/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
19/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
21/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
25/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
27/02/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
07/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
08/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
12/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
14/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
18/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
20/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
22/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
26/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
28/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
01/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
03/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
05/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
09/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
11/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
15/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
17/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
11/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
13/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
15/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
19/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
21/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
25/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
27/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
29/03/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
02/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
04/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
08/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
10/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
12/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
16/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
18/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
22/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
24/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
26/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
30/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
03/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
07/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
09/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
13/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
15/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
17/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
21/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
23/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
27/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
29/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
03/06/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
23/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
25/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
29/04/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
02/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
06/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
08/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
10/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 75,00"
14/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
16/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
20/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
22/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
24/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
28/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
30/05/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
04/06/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
05/06/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
07/06/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
11/06/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
13/06/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
18/06/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
25/06/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
27/06/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
03/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
05/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
09/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
11/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
15/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
17/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
19/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
23/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
06/06/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 82,50"
10/06/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
12/06/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
17/06/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
19/06/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
26/06/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
28/06/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
04/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
08/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
10/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
12/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
16/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
18/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
22/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
24/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
25/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
29/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
31/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
02/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
06/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
08/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
12/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
14/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
16/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
20/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
22/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
26/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
28/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
30/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
03/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
26/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
30/07/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
01/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
05/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
07/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
09/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
13/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
15/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
19/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
21/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
23/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
27/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
29/08/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
02/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
04/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
05/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
09/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
11/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
13/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
17/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
19/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
23/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 127,50"
25/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
27/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
01/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
03/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
07/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
09/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
11/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
15/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
06/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
10/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
12/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
16/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
